R=40001, TT=StCr, NTX=25, TB=1748726347.88s, D=0.18s
R=48288, TT=StCr, NTX=25, TB=1748745218.82s, D=0.32s
R=48289, TT=StCr, NTX=25, TB=1748745221.07s, D=0.29s
R=48290, TT=StCr, NTX=25, TB=1748745223.36s, D=0.34s
R=48291, TT=StCr, NTX=25, TB=1748745225.44s, D=0.17s
R=48292, TT=StCr, NTX=25, TB=1748745228.10s, D=0.32s
R=48293, TT=StCr, NTX=25, TB=1748745230.31s, D=0.27s
R=48294, TT=StCr, NTX=25, TB=1748745232.62s, D=0.26s
R=48295, TT=StCr, NTX=25, TB=1748745234.96s, D=0.34s
R=48296, TT=StCr, NTX=25, TB=1748745237.18s, D=0.31s
R=48297, TT=StCr, NTX=25, TB=1748745239.40s, D=0.22s
R=48298, TT=StCr, NTX=25, TB=1748745241.71s, D=0.28s
R=48299, TT=StCr, NTX=25, TB=1748745244.18s, D=0.27s
R=48300, TT=StCr, NTX=25, TB=1748745246.75s, D=0.24s
R=48301, TT=StCr, NTX=25, TB=1748745249.24s, D=0.26s
R=48302, TT=StCr, NTX=25, TB=1748745251.25s, D=0.16s
R=48303, TT=StCr, NTX=25, TB=1748745253.65s, D=0.28s
R=48304, TT=StCr, NTX=25, TB=1748745255.82s, D=0.23s
R=48305, TT=StCr, NTX=25, TB=1748745258.23s, D=0.32s
R=48306, TT=StCr, NTX=25, TB=1748745260.49s, D=0.27s
R=48307, TT=StCr, NTX=25, TB=1748745262.73s, D=0.27s
R=48308, TT=StCr, NTX=25, TB=1748745265.16s, D=0.24s
R=48309, TT=StCr, NTX=25, TB=1748745267.51s, D=0.32s
R=48310, TT=StCr, NTX=25, TB=1748745269.75s, D=0.28s
R=48311, TT=StCr, NTX=25, TB=1748745271.86s, D=0.17s
R=48312, TT=StCr, NTX=25, TB=1748745274.26s, D=0.30s
R=48313, TT=StCr, NTX=25, TB=1748745276.54s, D=0.30s
R=48314, TT=StCr, NTX=25, TB=1748745278.79s, D=0.32s
R=48315, TT=StCr, NTX=25, TB=1748745281.09s, D=0.33s
R=48316, TT=StCr, NTX=25, TB=1748745283.23s, D=0.15s
R=48317, TT=StCr, NTX=25, TB=1748745285.58s, D=0.49s
R=48318, TT=StCr, NTX=25, TB=1748745287.87s, D=0.16s
R=48319, TT=StCr, NTX=25, TB=1748745290.24s, D=0.27s
R=48320, TT=StCr, NTX=25, TB=1748745292.47s, D=0.29s
R=48321, TT=StCr, NTX=25, TB=1748745294.72s, D=0.33s
R=48322, TT=StCr, NTX=25, TB=1748745296.94s, D=0.32s
R=48323, TT=StCr, NTX=25, TB=1748745299.16s, D=0.31s
R=48324, TT=StCr, NTX=25, TB=1748745301.46s, D=0.32s
R=48325, TT=StCr, NTX=25, TB=1748745303.96s, D=0.33s
R=48326, TT=StCr, NTX=25, TB=1748745306.29s, D=0.30s
R=48327, TT=StCr, NTX=25, TB=1748745308.61s, D=0.34s
R=48328, TT=StCr, NTX=25, TB=1748745310.93s, D=0.36s
R=48329, TT=StCr, NTX=25, TB=1748745313.23s, D=0.31s
R=48330, TT=StCr, NTX=25, TB=1748745315.49s, D=0.31s
R=48331, TT=StCr, NTX=25, TB=1748745317.71s, D=0.22s
R=48332, TT=StCr, NTX=25, TB=1748745320.11s, D=0.27s
R=48333, TT=StCr, NTX=25, TB=1748745322.40s, D=0.28s
R=48334, TT=StCr, NTX=25, TB=1748745324.98s, D=0.30s
R=48335, TT=StCr, NTX=25, TB=1748745327.26s, D=0.21s
R=48336, TT=StCr, NTX=25, TB=1748745329.52s, D=0.17s
R=48337, TT=StCr, NTX=25, TB=1748745331.89s, D=0.30s
R=48338, TT=StCr, NTX=25, TB=1748745334.17s, D=0.32s
R=48339, TT=StCr, NTX=25, TB=1748745336.40s, D=0.25s
R=48340, TT=StCr, NTX=25, TB=1748745338.65s, D=0.29s
R=48341, TT=StCr, NTX=25, TB=1748745340.77s, D=0.21s
R=48342, TT=StCr, NTX=25, TB=1748745343.18s, D=0.32s
R=48343, TT=StCr, NTX=25, TB=1748745345.42s, D=0.42s
R=48344, TT=StCr, NTX=25, TB=1748745347.78s, D=0.18s
R=48345, TT=StCr, NTX=25, TB=1748745350.12s, D=0.28s
R=48346, TT=StCr, NTX=25, TB=1748745352.32s, D=0.25s
R=48347, TT=StCr, NTX=25, TB=1748745354.67s, D=0.30s
R=48348, TT=StCr, NTX=25, TB=1748745356.93s, D=0.32s
R=48349, TT=StCr, NTX=25, TB=1748745359.22s, D=0.29s
R=48350, TT=StCr, NTX=25, TB=1748745361.15s, D=0.16s
R=48351, TT=StCr, NTX=25, TB=1748745364.04s, D=0.39s
R=48352, TT=StCr, NTX=25, TB=1748745366.30s, D=0.24s
R=48353, TT=StCr, NTX=25, TB=1748745368.67s, D=0.18s
R=48354, TT=StCr, NTX=25, TB=1748745371.08s, D=0.33s
R=48355, TT=StCr, NTX=25, TB=1748745373.45s, D=0.31s
R=48356, TT=StCr, NTX=25, TB=1748745375.69s, D=0.28s
R=48357, TT=StCr, NTX=25, TB=1748745378.01s, D=0.24s
R=48358, TT=StCr, NTX=25, TB=1748745380.32s, D=0.22s
R=48359, TT=StCr, NTX=25, TB=1748745382.66s, D=0.33s
R=48360, TT=StCr, NTX=25, TB=1748745384.99s, D=0.28s
R=48361, TT=StCr, NTX=25, TB=1748745387.52s, D=0.35s
R=48362, TT=StCr, NTX=25, TB=1748745389.69s, D=0.32s
R=48363, TT=StCr, NTX=25, TB=1748745391.95s, D=0.16s
R=48364, TT=StCr, NTX=25, TB=1748745394.30s, D=0.30s
R=48365, TT=StCr, NTX=25, TB=1748745396.63s, D=0.34s
R=48366, TT=StCr, NTX=25, TB=1748745398.89s, D=0.33s
R=48367, TT=StCr, NTX=25, TB=1748745401.11s, D=0.19s
R=48368, TT=StCr, NTX=25, TB=1748745403.38s, D=0.19s
R=48369, TT=StCr, NTX=25, TB=1748745405.76s, D=0.46s
R=48370, TT=StCr, NTX=25, TB=1748745408.13s, D=0.30s
R=48371, TT=StCr, NTX=25, TB=1748745410.10s, D=0.17s
R=48372, TT=StCr, NTX=25, TB=1748745412.63s, D=0.26s
R=48373, TT=StCr, NTX=25, TB=1748745414.94s, D=0.33s
R=48374, TT=StCr, NTX=25, TB=1748745417.17s, D=0.31s
R=48375, TT=StCr, NTX=25, TB=1748745419.21s, D=0.17s
R=48376, TT=StCr, NTX=25, TB=1748745421.64s, D=0.31s
R=48377, TT=StCr, NTX=25, TB=1748745423.95s, D=0.17s
R=48378, TT=StCr, NTX=25, TB=1748745426.56s, D=0.29s
R=48379, TT=StCr, NTX=25, TB=1748745428.62s, D=0.17s
R=48380, TT=StCr, NTX=25, TB=1748745430.93s, D=0.19s
R=48381, TT=StCr, NTX=25, TB=1748745433.27s, D=0.28s
R=48382, TT=StCr, NTX=25, TB=1748745435.42s, D=0.18s
R=48383, TT=StCr, NTX=25, TB=1748745437.78s, D=0.34s
R=48384, TT=StCr, NTX=25, TB=1748745439.99s, D=0.30s
R=48385, TT=StCr, NTX=25, TB=1748745442.21s, D=0.18s
R=48386, TT=StCr, NTX=25, TB=1748745444.59s, D=0.35s
R=48387, TT=StCr, NTX=25, TB=1748745447.20s, D=0.27s
R=48388, TT=StCr, NTX=25, TB=1748745449.54s, D=0.33s
R=48389, TT=StCr, NTX=25, TB=1748745451.80s, D=0.30s
R=48390, TT=StCr, NTX=25, TB=1748745454.04s, D=0.28s
R=48391, TT=StCr, NTX=25, TB=1748745456.29s, D=0.30s
R=48392, TT=StCr, NTX=25, TB=1748745458.57s, D=0.35s
R=48393, TT=StCr, NTX=25, TB=1748745460.79s, D=0.25s
R=48394, TT=StCr, NTX=25, TB=1748745463.00s, D=0.28s
R=48395, TT=StCr, NTX=25, TB=1748745465.35s, D=0.30s
R=48396, TT=StCr, NTX=25, TB=1748745467.48s, D=0.17s
R=48397, TT=StCr, NTX=25, TB=1748745470.04s, D=0.31s
R=48398, TT=StCr, NTX=25, TB=1748745471.98s, D=0.16s
R=48399, TT=StCr, NTX=25, TB=1748745474.49s, D=0.29s
R=48400, TT=StCr, NTX=25, TB=1748745476.77s, D=0.37s
R=48401, TT=StCr, NTX=25, TB=1748745479.05s, D=0.26s
R=48402, TT=StCr, NTX=25, TB=1748745481.22s, D=0.24s
R=48403, TT=StCr, NTX=25, TB=1748745484.05s, D=0.32s
R=48404, TT=StCr, NTX=25, TB=1748745486.18s, D=0.20s
R=48405, TT=StCr, NTX=25, TB=1748745488.65s, D=0.34s
R=48406, TT=StCr, NTX=25, TB=1748745490.70s, D=0.16s
R=48407, TT=StCr, NTX=25, TB=1748745493.08s, D=0.22s
R=48408, TT=StCr, NTX=25, TB=1748745495.42s, D=0.29s
R=48409, TT=StCr, NTX=25, TB=1748745497.63s, D=0.26s
R=48410, TT=StCr, NTX=25, TB=1748745499.74s, D=0.16s
R=48411, TT=StCr, NTX=25, TB=1748745502.12s, D=0.33s
R=48412, TT=StCr, NTX=25, TB=1748745504.27s, D=0.22s
R=48413, TT=StCr, NTX=25, TB=1748745506.60s, D=0.26s
R=48414, TT=StCr, NTX=25, TB=1748745509.06s, D=0.29s
R=48415, TT=StCr, NTX=25, TB=1748745511.36s, D=0.29s
R=48416, TT=StCr, NTX=25, TB=1748745513.57s, D=0.28s
R=48417, TT=StCr, NTX=25, TB=1748745515.81s, D=0.31s
R=48418, TT=StCr, NTX=25, TB=1748745518.11s, D=0.26s
R=48419, TT=StCr, NTX=25, TB=1748745520.20s, D=0.17s
R=48420, TT=StCr, NTX=25, TB=1748745522.59s, D=0.22s
R=48421, TT=StCr, NTX=25, TB=1748745524.91s, D=0.32s
R=48422, TT=StCr, NTX=25, TB=1748745527.20s, D=0.34s
R=48423, TT=StCr, NTX=25, TB=1748745529.40s, D=0.22s
R=48424, TT=StCr, NTX=25, TB=1748745531.65s, D=0.26s
R=48425, TT=StCr, NTX=25, TB=1748745533.88s, D=0.20s
R=48426, TT=StCr, NTX=25, TB=1748745536.16s, D=0.34s
R=48427, TT=StCr, NTX=25, TB=1748745538.52s, D=0.24s
R=48428, TT=StCr, NTX=25, TB=1748745540.73s, D=0.26s
R=48429, TT=StCr, NTX=25, TB=1748745543.01s, D=0.27s
R=48430, TT=StCr, NTX=25, TB=1748745545.55s, D=0.34s
R=48431, TT=StCr, NTX=25, TB=1748745547.99s, D=0.30s
R=48432, TT=StCr, NTX=25, TB=1748745550.30s, D=0.32s
R=48433, TT=StCr, NTX=25, TB=1748745552.51s, D=0.29s
R=48434, TT=StCr, NTX=25, TB=1748745554.75s, D=0.33s
R=48435, TT=StCr, NTX=25, TB=1748745557.03s, D=0.28s
R=48436, TT=StCr, NTX=25, TB=1748745559.30s, D=0.30s
R=48437, TT=StCr, NTX=25, TB=1748745561.25s, D=0.18s
R=48438, TT=StCr, NTX=25, TB=1748745563.81s, D=0.29s
R=48439, TT=StCr, NTX=25, TB=1748745566.00s, D=0.26s
R=48440, TT=StCr, NTX=25, TB=1748745568.50s, D=0.18s
R=48441, TT=StCr, NTX=25, TB=1748745570.87s, D=0.28s
R=48442, TT=StCr, NTX=25, TB=1748745573.15s, D=0.30s
R=48443, TT=StCr, NTX=25, TB=1748745575.38s, D=0.29s
R=48444, TT=StCr, NTX=25, TB=1748745577.68s, D=0.30s
R=48445, TT=StCr, NTX=25, TB=1748745579.98s, D=0.28s
R=48446, TT=StCr, NTX=25, TB=1748745582.16s, D=0.29s
R=48447, TT=StCr, NTX=25, TB=1748745584.43s, D=0.32s
R=48448, TT=StCr, NTX=25, TB=1748745586.70s, D=0.33s
R=48449, TT=StCr, NTX=25, TB=1748745588.88s, D=0.27s
R=48450, TT=StCr, NTX=25, TB=1748745591.16s, D=0.29s
R=48451, TT=StCr, NTX=25, TB=1748745593.41s, D=0.30s
R=48452, TT=StCr, NTX=25, TB=1748745595.68s, D=0.27s
R=48453, TT=StCr, NTX=25, TB=1748745598.12s, D=0.33s
R=48454, TT=StCr, NTX=25, TB=1748745600.37s, D=0.30s
R=48455, TT=StCr, NTX=25, TB=1748745602.66s, D=0.35s
R=48456, TT=StCr, NTX=25, TB=1748745605.24s, D=0.30s
R=48457, TT=StCr, NTX=25, TB=1748745607.62s, D=0.37s
R=48458, TT=StCr, NTX=25, TB=1748745609.94s, D=0.22s
R=48459, TT=StCr, NTX=25, TB=1748745612.41s, D=0.29s
R=48460, TT=StCr, NTX=25, TB=1748745614.62s, D=0.24s
R=48461, TT=StCr, NTX=25, TB=1748745616.94s, D=0.32s
R=48462, TT=StCr, NTX=25, TB=1748745619.20s, D=0.28s
R=48463, TT=StCr, NTX=25, TB=1748745621.44s, D=0.35s
R=48464, TT=StCr, NTX=25, TB=1748745623.51s, D=0.18s
R=48465, TT=StCr, NTX=25, TB=1748745625.76s, D=0.19s
R=48466, TT=StCr, NTX=25, TB=1748745628.03s, D=0.24s
R=48467, TT=StCr, NTX=25, TB=1748745630.42s, D=0.19s
R=48468, TT=StCr, NTX=25, TB=1748745632.86s, D=0.34s
R=48469, TT=StCr, NTX=25, TB=1748745635.11s, D=0.30s
R=48470, TT=StCr, NTX=25, TB=1748745637.41s, D=0.35s
R=48471, TT=StCr, NTX=25, TB=1748745639.62s, D=0.31s
R=48472, TT=StCr, NTX=25, TB=1748745641.89s, D=0.36s
R=48473, TT=StCr, NTX=25, TB=1748745644.09s, D=0.31s
R=48474, TT=StCr, NTX=25, TB=1748745646.40s, D=0.32s
R=48475, TT=StCr, NTX=25, TB=1748745648.62s, D=0.32s
R=48476, TT=StCr, NTX=25, TB=1748745650.75s, D=0.15s
R=48477, TT=StCr, NTX=25, TB=1748745653.20s, D=0.30s
R=48478, TT=StCr, NTX=25, TB=1748745655.42s, D=0.35s
R=48479, TT=StCr, NTX=25, TB=1748745657.68s, D=0.31s
R=48480, TT=StCr, NTX=25, TB=1748745659.96s, D=0.32s
R=48481, TT=StCr, NTX=25, TB=1748745662.21s, D=0.49s
R=48482, TT=StCr, NTX=25, TB=1748745664.79s, D=0.25s
R=48483, TT=StCr, NTX=25, TB=1748745667.11s, D=0.28s
R=48484, TT=StCr, NTX=25, TB=1748745669.56s, D=0.32s
R=48485, TT=StCr, NTX=25, TB=1748745671.71s, D=0.28s
R=48486, TT=StCr, NTX=25, TB=1748745674.08s, D=0.34s
R=48487, TT=StCr, NTX=25, TB=1748745676.33s, D=0.29s
R=48488, TT=StCr, NTX=25, TB=1748745678.38s, D=0.18s
R=48489, TT=StCr, NTX=25, TB=1748745680.76s, D=0.18s
R=48490, TT=StCr, NTX=25, TB=1748745682.99s, D=0.21s
R=48491, TT=StCr, NTX=25, TB=1748745685.00s, D=0.16s
R=48492, TT=StCr, NTX=25, TB=1748745687.54s, D=0.33s
R=48493, TT=StCr, NTX=25, TB=1748745690.06s, D=0.22s
R=48494, TT=StCr, NTX=25, TB=1748745692.42s, D=0.30s
R=48495, TT=StCr, NTX=25, TB=1748745694.59s, D=0.27s
R=48496, TT=StCr, NTX=25, TB=1748745696.83s, D=0.29s
R=48497, TT=StCr, NTX=25, TB=1748745698.99s, D=0.28s
R=48498, TT=StCr, NTX=25, TB=1748745701.25s, D=0.28s
R=48499, TT=StCr, NTX=25, TB=1748745703.43s, D=0.20s
R=48500, TT=StCr, NTX=25, TB=1748745705.82s, D=0.46s
R=48501, TT=StCr, NTX=25, TB=1748745708.28s, D=0.32s
R=48502, TT=StCr, NTX=25, TB=1748745710.41s, D=0.28s
R=48503, TT=StCr, NTX=25, TB=1748745712.33s, D=0.16s
R=48504, TT=StCr, NTX=25, TB=1748745714.85s, D=0.30s
R=48505, TT=StCr, NTX=25, TB=1748745717.12s, D=0.30s
R=48506, TT=StCr, NTX=25, TB=1748745719.43s, D=0.33s
R=48507, TT=StCr, NTX=25, TB=1748745721.71s, D=0.17s
R=48508, TT=StCr, NTX=25, TB=1748745724.01s, D=0.17s
R=48509, TT=StCr, NTX=25, TB=1748745726.60s, D=0.18s
R=48510, TT=StCr, NTX=25, TB=1748745728.87s, D=0.22s
R=48511, TT=StCr, NTX=25, TB=1748745731.20s, D=0.27s
R=48512, TT=StCr, NTX=25, TB=1748745733.44s, D=0.27s
R=48513, TT=StCr, NTX=25, TB=1748745735.61s, D=0.17s
R=48514, TT=StCr, NTX=25, TB=1748745737.98s, D=0.27s
R=48515, TT=StCr, NTX=25, TB=1748745740.25s, D=0.26s
R=48516, TT=StCr, NTX=25, TB=1748745742.31s, D=0.17s
R=48517, TT=StCr, NTX=25, TB=1748745744.71s, D=0.33s
R=48518, TT=StCr, NTX=25, TB=1748745746.93s, D=0.27s
R=48519, TT=StCr, NTX=25, TB=1748745749.21s, D=0.26s
R=48520, TT=StCr, NTX=25, TB=1748745751.47s, D=0.17s
R=48521, TT=StCr, NTX=25, TB=1748745753.90s, D=0.29s
R=48522, TT=StCr, NTX=25, TB=1748745755.96s, D=0.17s
R=48523, TT=StCr, NTX=25, TB=1748745758.88s, D=0.28s
R=48524, TT=StCr, NTX=25, TB=1748745761.08s, D=0.23s
R=48525, TT=StCr, NTX=25, TB=1748745763.24s, D=0.21s
R=48526, TT=StCr, NTX=25, TB=1748745765.57s, D=0.51s
R=48527, TT=StCr, NTX=25, TB=1748745768.00s, D=0.31s
R=48528, TT=StCr, NTX=25, TB=1748745770.32s, D=0.29s
R=48529, TT=StCr, NTX=25, TB=1748745772.48s, D=0.26s
R=48530, TT=StCr, NTX=25, TB=1748745774.80s, D=0.34s
R=48531, TT=StCr, NTX=25, TB=1748745777.04s, D=0.30s
R=48532, TT=StCr, NTX=25, TB=1748745779.30s, D=0.20s
R=48533, TT=StCr, NTX=25, TB=1748745781.56s, D=0.24s
R=48534, TT=StCr, NTX=25, TB=1748745783.91s, D=0.39s
R=48535, TT=StCr, NTX=25, TB=1748745786.34s, D=0.29s
R=48536, TT=StCr, NTX=25, TB=1748745788.69s, D=0.31s
R=48537, TT=StCr, NTX=25, TB=1748745790.89s, D=0.38s
R=48538, TT=StCr, NTX=25, TB=1748745793.08s, D=0.15s
R=48539, TT=StCr, NTX=25, TB=1748745795.55s, D=0.29s
R=48540, TT=StCr, NTX=25, TB=1748745797.52s, D=0.16s
R=48541, TT=StCr, NTX=25, TB=1748745799.98s, D=0.27s
R=48542, TT=StCr, NTX=25, TB=1748745802.25s, D=0.30s
R=48543, TT=StCr, NTX=25, TB=1748745804.54s, D=0.35s
R=48544, TT=StCr, NTX=25, TB=1748745806.62s, D=0.27s
R=48545, TT=StCr, NTX=25, TB=1748745808.88s, D=0.29s
R=48546, TT=StCr, NTX=25, TB=1748745811.50s, D=0.34s
R=48547, TT=StCr, NTX=25, TB=1748745813.79s, D=0.28s
R=48548, TT=StCr, NTX=25, TB=1748745816.06s, D=0.31s
R=48549, TT=StCr, NTX=25, TB=1748745818.27s, D=0.20s
R=48550, TT=StCr, NTX=25, TB=1748745820.60s, D=0.32s
R=48551, TT=StCr, NTX=25, TB=1748745822.79s, D=0.22s
R=48552, TT=StCr, NTX=25, TB=1748745824.94s, D=0.17s
R=48553, TT=StCr, NTX=25, TB=1748745827.31s, D=0.31s
R=48554, TT=StCr, NTX=25, TB=1748745829.63s, D=0.31s
R=48555, TT=StCr, NTX=25, TB=1748745831.84s, D=0.32s
R=48556, TT=StCr, NTX=25, TB=1748745833.97s, D=0.17s
R=48557, TT=StCr, NTX=25, TB=1748745836.33s, D=0.29s
R=48558, TT=StCr, NTX=25, TB=1748745838.68s, D=0.25s
R=48559, TT=StCr, NTX=25, TB=1748745840.96s, D=0.18s
R=48560, TT=StCr, NTX=25, TB=1748745843.11s, D=0.17s
R=48561, TT=StCr, NTX=25, TB=1748745845.64s, D=0.31s
R=48562, TT=StCr, NTX=25, TB=1748745848.16s, D=0.34s
R=48563, TT=StCr, NTX=25, TB=1748745850.43s, D=0.28s
R=48564, TT=StCr, NTX=25, TB=1748745852.68s, D=0.20s
R=48565, TT=StCr, NTX=25, TB=1748745855.00s, D=0.27s
R=48566, TT=StCr, NTX=25, TB=1748745857.21s, D=0.30s
R=48567, TT=StCr, NTX=25, TB=1748745859.33s, D=0.17s
R=48568, TT=StCr, NTX=25, TB=1748745861.80s, D=0.29s
R=48569, TT=StCr, NTX=25, TB=1748745864.00s, D=0.19s
R=48570, TT=StCr, NTX=25, TB=1748745866.35s, D=0.29s
R=48571, TT=StCr, NTX=25, TB=1748745868.56s, D=0.25s
R=48572, TT=StCr, NTX=25, TB=1748745870.81s, D=0.18s
R=48573, TT=StCr, NTX=25, TB=1748745873.34s, D=0.29s
R=48574, TT=StCr, NTX=25, TB=1748745875.44s, D=0.15s
R=48575, TT=StCr, NTX=25, TB=1748745877.74s, D=0.22s
R=48576, TT=StCr, NTX=25, TB=1748745880.10s, D=0.35s
R=48577, TT=StCr, NTX=25, TB=1748745882.13s, D=0.16s
R=48578, TT=StCr, NTX=25, TB=1748745884.54s, D=0.22s
R=48579, TT=StCr, NTX=25, TB=1748745886.84s, D=0.29s
R=48580, TT=StCr, NTX=25, TB=1748745888.91s, D=0.17s
R=48581, TT=StCr, NTX=25, TB=1748745891.38s, D=0.30s
R=48582, TT=StCr, NTX=25, TB=1748745893.61s, D=0.27s
R=48583, TT=StCr, NTX=25, TB=1748745895.90s, D=0.45s
R=48584, TT=StCr, NTX=25, TB=1748745898.26s, D=0.28s
R=48585, TT=StCr, NTX=25, TB=1748745900.47s, D=0.23s
R=48586, TT=StCr, NTX=25, TB=1748745902.70s, D=0.29s
R=48587, TT=StCr, NTX=25, TB=1748745905.27s, D=0.30s
R=48588, TT=StCr, NTX=25, TB=1748745907.33s, D=0.18s
R=48589, TT=StCr, NTX=25, TB=1748745909.65s, D=0.16s
R=48590, TT=StCr, NTX=25, TB=1748745912.19s, D=0.28s
R=48591, TT=StCr, NTX=25, TB=1748745914.48s, D=0.29s
R=48592, TT=StCr, NTX=25, TB=1748745916.71s, D=0.29s
R=48593, TT=StCr, NTX=25, TB=1748745918.95s, D=0.30s
R=48594, TT=StCr, NTX=25, TB=1748745921.30s, D=0.27s
R=48595, TT=StCr, NTX=25, TB=1748745923.45s, D=0.15s
R=48596, TT=StCr, NTX=25, TB=1748745925.88s, D=0.33s
R=48597, TT=StCr, NTX=25, TB=1748745928.04s, D=0.24s
R=48598, TT=StCr, NTX=25, TB=1748745930.41s, D=0.31s
R=48599, TT=StCr, NTX=25, TB=1748745932.97s, D=0.28s
R=48600, TT=StCr, NTX=25, TB=1748745935.19s, D=0.30s
R=48601, TT=StCr, NTX=25, TB=1748745937.42s, D=0.24s
R=48602, TT=StCr, NTX=25, TB=1748745939.72s, D=0.30s
R=48603, TT=StCr, NTX=25, TB=1748745941.93s, D=0.32s
R=48604, TT=StCr, NTX=25, TB=1748745944.19s, D=0.27s
R=48605, TT=StCr, NTX=25, TB=1748745946.40s, D=0.29s
R=48606, TT=StCr, NTX=25, TB=1748745948.58s, D=0.22s
R=48607, TT=StCr, NTX=25, TB=1748745950.84s, D=0.33s
R=48608, TT=StCr, NTX=25, TB=1748745953.10s, D=0.27s
R=48609, TT=StCr, NTX=25, TB=1748745955.32s, D=0.32s
R=48610, TT=StCr, NTX=25, TB=1748745957.59s, D=0.30s
R=48611, TT=StCr, NTX=25, TB=1748745959.55s, D=0.15s
R=48612, TT=StCr, NTX=25, TB=1748745962.14s, D=0.45s
R=48613, TT=StCr, NTX=25, TB=1748745964.50s, D=0.28s
R=48614, TT=StCr, NTX=25, TB=1748745966.69s, D=0.22s
R=48615, TT=StCr, NTX=25, TB=1748745969.06s, D=0.27s
R=48616, TT=StCr, NTX=25, TB=1748745971.22s, D=0.23s
R=48617, TT=StCr, NTX=25, TB=1748745973.51s, D=0.26s
R=48618, TT=StCr, NTX=25, TB=1748745975.61s, D=0.16s
R=48619, TT=StCr, NTX=25, TB=1748745978.10s, D=0.33s
R=48620, TT=StCr, NTX=25, TB=1748745980.37s, D=0.32s
R=48621, TT=StCr, NTX=25, TB=1748745982.54s, D=0.28s
R=48622, TT=StCr, NTX=25, TB=1748745984.76s, D=0.25s
R=48623, TT=StCr, NTX=25, TB=1748745987.04s, D=0.28s
R=48624, TT=StCr, NTX=25, TB=1748745989.18s, D=0.20s
R=48625, TT=StCr, NTX=25, TB=1748745991.60s, D=0.31s
R=48626, TT=StCr, NTX=25, TB=1748745994.15s, D=0.21s
R=48627, TT=StCr, NTX=25, TB=1748745996.42s, D=0.27s
R=48628, TT=StCr, NTX=25, TB=1748745998.69s, D=0.29s
R=48629, TT=StCr, NTX=25, TB=1748746000.91s, D=0.26s
R=48630, TT=StCr, NTX=25, TB=1748746003.12s, D=0.29s
R=48631, TT=StCr, NTX=25, TB=1748746005.31s, D=0.23s
R=48632, TT=StCr, NTX=25, TB=1748746007.76s, D=0.31s
R=48633, TT=StCr, NTX=25, TB=1748746010.02s, D=0.29s
R=48634, TT=StCr, NTX=25, TB=1748746012.17s, D=0.21s
R=48635, TT=StCr, NTX=25, TB=1748746014.45s, D=0.32s
R=48636, TT=StCr, NTX=25, TB=1748746016.66s, D=0.30s
R=48637, TT=StCr, NTX=25, TB=1748746018.91s, D=0.31s
R=48638, TT=StCr, NTX=25, TB=1748746020.93s, D=0.16s
R=48639, TT=StCr, NTX=25, TB=1748746023.27s, D=0.45s
R=48640, TT=StCr, NTX=25, TB=1748746025.69s, D=0.19s
R=48641, TT=StCr, NTX=25, TB=1748746028.15s, D=0.23s
R=48642, TT=StCr, NTX=25, TB=1748746030.41s, D=0.16s
R=48643, TT=StCr, NTX=25, TB=1748746032.76s, D=0.34s
R=48644, TT=StCr, NTX=25, TB=1748746035.09s, D=0.30s
R=48645, TT=StCr, NTX=25, TB=1748746037.28s, D=0.32s
R=48646, TT=StCr, NTX=25, TB=1748746039.54s, D=0.28s
R=48647, TT=StCr, NTX=25, TB=1748746041.88s, D=0.31s
R=48648, TT=StCr, NTX=25, TB=1748746044.08s, D=0.28s
R=48649, TT=StCr, NTX=25, TB=1748746046.32s, D=0.27s
R=48650, TT=StCr, NTX=25, TB=1748746048.58s, D=0.27s
R=48651, TT=StCr, NTX=25, TB=1748746050.92s, D=0.31s
R=48652, TT=StCr, NTX=25, TB=1748746053.07s, D=0.19s
R=48653, TT=StCr, NTX=25, TB=1748746055.48s, D=0.21s
R=48654, TT=StCr, NTX=25, TB=1748746057.75s, D=0.30s
R=48655, TT=StCr, NTX=25, TB=1748746059.93s, D=0.28s
R=48656, TT=StCr, NTX=25, TB=1748746062.26s, D=0.30s
R=48657, TT=StCr, NTX=25, TB=1748746064.50s, D=0.27s
R=48658, TT=StCr, NTX=25, TB=1748746066.74s, D=0.28s
R=48659, TT=StCr, NTX=25, TB=1748746068.97s, D=0.27s
R=48660, TT=StCr, NTX=25, TB=1748746071.28s, D=0.31s
R=48661, TT=StCr, NTX=25, TB=1748746073.43s, D=0.30s
R=48662, TT=StCr, NTX=25, TB=1748746075.62s, D=0.26s
R=48663, TT=StCr, NTX=25, TB=1748746078.03s, D=0.20s
R=48664, TT=StCr, NTX=25, TB=1748746080.31s, D=0.23s
R=48665, TT=StCr, NTX=25, TB=1748746082.57s, D=0.32s
R=48666, TT=StCr, NTX=25, TB=1748746085.21s, D=0.27s
R=48667, TT=StCr, NTX=25, TB=1748746087.35s, D=0.25s
R=48668, TT=StCr, NTX=25, TB=1748746089.89s, D=0.32s
R=48669, TT=StCr, NTX=25, TB=1748746091.95s, D=0.24s
R=48670, TT=StCr, NTX=25, TB=1748746094.11s, D=0.16s
R=48671, TT=StCr, NTX=25, TB=1748746096.39s, D=0.17s
R=48672, TT=StCr, NTX=25, TB=1748746098.67s, D=0.20s
R=48673, TT=StCr, NTX=25, TB=1748746100.96s, D=0.26s
R=48674, TT=StCr, NTX=25, TB=1748746103.23s, D=0.29s
